,X,Y,Z,formation
385,595418.3627,7488805.11,865.0,A_FOj_xs_b
386,595888.0579,7487326.0479999995,863.0,A_FOj_xs_b
387,596352.2993,7486031.471,705.0,A_FOj_xs_b
388,596960.6703,7486887.531,713.0,A_FOj_xs_b
389,596942.8315,7488447.141,744.0,A_FOj_xs_b
390,598150.9011,7489662.669,842.0,A_FOj_xs_b
391,599850.2724,7489958.449,1074.0,A_FOj_xs_b
392,602498.741,7489218.102000001,961.0,A_FOj_xs_b
393,603028.0,7488881.26,1031.0,A_FOj_xs_b
394,603028.0,7486823.642000001,807.0,A_FOj_xs_b
395,602100.72,7487113.68,843.0,A_FOj_xs_b
396,601634.3607,7488000.721,743.0,A_FOj_xs_b
397,601002.2222,7487495.278,825.0,A_FOj_xs_b
398,601099.1486,7485158.748,836.0,A_FOj_xs_b
399,600397.3281,7484723.27,793.0,A_FOj_xs_b
400,565723.6603,7498946.357999999,619.0,A_FOj_xs_b
401,568285.6189,7498747.9,696.0,A_FOj_xs_b
402,569719.6196,7499401.929,848.0,A_FOj_xs_b
403,570037.8923,7499457.438999999,848.0,A_FOj_xs_b
404,571748.0977,7499365.47,856.0,A_FOj_xs_b
405,573884.01,7499188.498,823.0,A_FOj_xs_b
406,574378.4303,7498848.518999999,823.0,A_FOj_xs_b
407,603028.0,7500761.574,709.0,A_HAm_cib
408,602005.529,7501503.862000001,750.0,A_HAm_cib
409,600241.1682,7502270.391,727.0,A_HAm_cib
410,599472.4886,7502835.402000001,712.0,A_HAm_cib
411,599112.7901,7503560.921,706.0,A_HAm_cib
412,598912.2287,7504614.441000001,714.0,A_HAm_cib
413,598125.2892,7505447.969,732.0,A_HAm_cib
414,597528.6285,7506171.491,708.0,A_HAm_cib
415,596712.7382,7506528.017999999,694.0,A_HAm_cib
416,596398.6775,7506928.03,702.0,A_HAm_cib
417,596511.0604,7507290.538,713.0,A_HAm_cib
418,597158.3516,7507762.042,731.0,A_HAm_cib
419,598103.2409,7507977.52,697.0,A_HAm_cib
420,598739.7589,7507769.0,743.0,A_HAm_cib
421,599042.0315,7507729.989,743.0,A_HAm_cib
422,599130.1692,7507860.0,706.0,A_HAm_cib
423,598627.4293,7508484.517999999,687.0,A_HAm_cib
424,597698.4488,7509300.58,684.0,A_HAm_cib
425,596975.6893,7510420.1,673.0,A_HAm_cib
426,596205.5878,7510766.601,676.0,A_HAm_cib
427,595491.6394,7511071.6,716.0,A_HAm_cib
428,595175.7317,7511563.609,679.0,A_HAm_cib
429,595095.6020000001,7512867.1110000005,689.0,A_HAm_cib
430,594805.3305,7513742.097999999,677.0,A_HAm_cib
431,594326.4087,7514932.602000001,660.0,A_HAm_cib
432,593892.3392,7516820.112000001,655.0,A_HAm_cib
433,593473.2701,7517184.609,657.0,A_HAm_cib
434,592580.559,7517331.602000001,659.0,A_HAm_cib
435,592298.2487,7517602.101,659.0,A_HAm_cib
436,592337.211,7518052.11,691.0,A_HAm_cib
437,592774.8817,7518795.629,689.0,A_HAm_cib
438,593111.3889,7519506.13,695.0,A_HAm_cib
439,593081.8316,7520196.142000001,730.0,A_HAm_cib
440,592812.4908,7520456.64,717.0,A_HAm_cib
441,592485.0116,7520690.64,749.0,A_HAm_cib
442,592555.8607,7521930.158,681.0,A_HAm_cib
443,592481.3694,7523516.67,711.0,A_HAm_cib
444,592551.3501,7523816.69,659.0,A_HAm_cib
445,592873.9793,7523952.69,690.0,A_HAm_cib
446,593012.1298,7524177.191000001,690.0,A_HAm_cib
447,592874.1814,7524659.188999999,672.0,A_HAm_cib
448,592906.9404,7524862.19,672.0,A_HAm_cib
449,593339.5308,7525252.699,676.0,A_HAm_cib
450,593524.9816,7525917.21,697.0,A_HAm_cib
451,593396.3394,7526856.721,678.0,A_HAm_cib
452,593179.689,7527753.22,666.0,A_HAm_cib
453,593105.6501,7528913.22,681.0,A_HAm_cib
454,592786.6407,7530205.741,664.0,A_HAm_cib
455,592207.2206,7531190.76,645.0,A_HAm_cib
456,592008.9921,7531747.779,637.0,A_HAm_cib
457,592156.9377,7532221.767999999,645.0,A_HAm_cib
458,592466.0797,7532274.771000001,645.0,A_HAm_cib
459,592907.9109,7532325.27,668.0,A_HAm_cib
460,592928.0384,7532523.271000001,668.0,A_HAm_cib
461,592566.6414,7532835.77,635.0,A_HAm_cib
462,592043.5813,7533004.28,632.0,A_HAm_cib
463,591597.7892,7533197.288,626.0,A_HAm_cib
464,589844.1685,7534741.28,627.0,A_HAm_cib
465,586432.2208,7534344.259,617.0,A_HAm_cib
466,584884.929,7531448.231000001,603.0,A_HAm_cib
467,581155.5694,7531408.179,603.0,A_HAm_cib
468,576434.4493,7531765.179,598.0,A_HAm_cib
469,571825.1472,7530751.67,604.0,A_HAm_cib
470,568815.0103,7529396.159,598.0,A_HAm_cib
471,567071.2811,7526607.631,637.0,A_HAm_cib
472,563352.6417,7528057.6110000005,598.0,A_HAm_cib
473,560409.3584,7528344.09,628.0,A_HAm_cib
474,559858.4222,7528246.087,639.0,A_HAm_cib
475,559860.9894,7528038.08,639.0,A_HAm_cib
476,560056.9301,7527845.082,648.0,A_HAm_cib
477,560407.631,7527680.579,649.0,A_HAm_cib
478,562454.2494,7527408.107999999,611.0,A_HAm_cib
479,563268.2116,7526908.609,600.0,A_HAm_cib
480,563379.2894,7526378.598999999,600.0,A_HAm_cib
481,562821.279,7525758.101,627.0,A_HAm_cib
482,560535.3287,7524274.53,637.0,A_HAm_cib
483,557546.6312,7522607.899,632.0,A_HAm_cib
484,554875.3586,7522105.3,629.0,A_HAm_cib
485,551304.8193,7522052.22,641.0,A_HAm_cib
486,550855.2008,7521734.71,647.0,A_HAm_cib
487,548712.8902,7521893.709,647.0,A_HAm_cib
488,549453.471,7522819.227999999,623.0,A_HAm_cib
489,552334.8812,7523694.802,624.0,A_HAm_cib
490,553454.8787,7523854.329,612.0,A_HAm_cib
